,날짜,종가,등락률,외인순매수,기관순매수,개인순매수
964,2018-05-25,52700.0,2.53,4290201,38831,-253924
965,2018-05-24,51400.0,-0.77,-748526,-83309,31469
966,2018-05-23,51800.0,3.6,642139,27600,-87101
967,2018-05-21,50000.0,1.01,-189515,17999,-35195
968,2018-05-18,49500.0,0.2,-718394,5546,20897
969,2018-05-17,49400.0,-0.9,-2277355,37187,77856
970,2018-05-16,49850.0,1.32,1418447,66387,-67749
971,2018-05-15,49200.0,-1.8,-1129726,-91879,149714
972,2018-05-14,50100.0,-2.34,-2301459,-49566,155528
973,2018-05-11,51300.0,-0.58,213378,-25470,-2591
974,2018-05-10,51600.0,1.38,-1013639,11920,22928
975,2018-05-09,50900.0,-3.23,-1598061,-61438,170195
976,2018-05-08,52600.0,1.35,1451667,-55407,-50801
977,2018-05-04,51900.0,-2.08,-1223630,-591578,655449
978,2018-05-03,2650000.0,0.0,0,0,0
979,2018-05-02,2650000.0,0.0,0,0,0
980,2018-04-30,2650000.0,0.0,1600,0,0
981,2018-04-27,2650000.0,1.65,-51186,-197376,292775
982,2018-04-26,2607000.0,3.45,31409,-55482,62696
983,2018-04-25,2520000.0,-0.12,-123296,28561,383911
984,2018-04-24,2523000.0,-2.77,-89927,-6977,240610
985,2018-04-23,2595000.0,0.54,-38503,36225,51560
986,2018-04-20,2581000.0,-2.2,-67036,67410,112560
987,2018-04-19,2639000.0,2.76,83950,-34473,-177858
988,2018-04-18,2568000.0,2.76,75350,27202,-200625
989,2018-04-17,2499000.0,-0.72,-25569,9472,57410
990,2018-04-16,2517000.0,1.08,13653,36118,-69332
991,2018-04-13,2490000.0,1.63,50310,-7672,-105448
992,2018-04-12,2450000.0,0.29,32782,-97405,13861
993,2018-04-11,2443000.0,-0.04,13570,-49794,19357
994,2018-04-10,2444000.0,-0.65,-21160,3750,48042
995,2018-04-09,2460000.0,1.65,-18149,83924,-52164
996,2018-04-06,2420000.0,-0.7,-7674,18618,92188
997,2018-04-05,2437000.0,3.88,-24346,145524,-130714
998,2018-04-04,2346000.0,-2.49,-40668,-120831,243367
999,2018-04-03,2406000.0,-0.87,-18462,-50572,151475
1000,2018-04-02,2427000.0,-1.38,-25075,-34015,127042
1001,2018-03-30,2461000.0,0.37,-31810,43047,27497
1002,2018-03-29,2452000.0,0.7,-39587,24545,35749
1003,2018-03-28,2435000.0,-2.56,-47720,-91215,191370
1004,2018-03-27,2499000.0,-0.6,-14689,-56407,69161
1005,2018-03-26,2514000.0,1.13,-8789,8936,39142
1006,2018-03-23,2486000.0,-3.98,-40152,-98021,189208
1007,2018-03-22,2589000.0,1.41,18116,39731,-80965
1008,2018-03-21,2553000.0,-0.27,-20348,53435,6063
1009,2018-03-20,2560000.0,0.91,-1113,35253,-5193
1010,2018-03-19,2537000.0,-0.78,-17496,8875,30506
1011,2018-03-16,2557000.0,-0.78,22200,-78516,49887
1012,2018-03-15,2577000.0,-0.43,16797,-14819,6673
1013,2018-03-14,2588000.0,0.19,6436,-28382,-579
1014,2018-03-13,2583000.0,3.86,147831,-25578,-340804
1015,2018-03-12,2487000.0,0.0,12092,-60572,22732
1016,2018-03-09,2487000.0,1.1,26445,54948,-136514
1017,2018-03-08,2460000.0,1.19,35873,-9944,-59204
1018,2018-03-07,2431000.0,3.4,121599,12140,-296010
1019,2018-03-06,2351000.0,4.03,16775,65393,-95960
1020,2018-03-05,2260000.0,-1.78,-38593,-50451,134246
1021,2018-03-02,2301000.0,-2.21,-76610,-89443,213778
1022,2018-02-28,2353000.0,-0.68,17504,-56654,-2355
1023,2018-02-27,2369000.0,0.0,-10931,45700,-6295
1024,2018-02-26,2369000.0,0.34,-29665,37380,22587
1025,2018-02-23,2361000.0,0.98,-20559,46943,-8226
1026,2018-02-22,2338000.0,-1.1,-2566,-79681,92124
1027,2018-02-21,2364000.0,-0.25,-19627,1896,90393
1028,2018-02-20,2370000.0,-2.03,-22618,-61630,83791
1029,2018-02-19,2419000.0,-1.27,-20399,11856,38557
1030,2018-02-14,2450000.0,3.07,44913,53706,-180904
1031,2018-02-13,2377000.0,3.98,70246,15894,-170262
1032,2018-02-12,2286000.0,2.28,36684,-25798,-23214
1033,2018-02-09,2235000.0,-2.83,-49364,-59294,131545
1034,2018-02-08,2300000.0,0.44,36882,-154395,70902
1035,2018-02-07,2290000.0,-3.42,-49420,-225736,307530
1036,2018-02-06,2371000.0,-1.04,-51557,17068,51680
1037,2018-02-05,2396000.0,0.46,-139685,10245,290702
1038,2018-02-02,2385000.0,-4.26,-172768,-143470,562890
1039,2018-02-01,2491000.0,-0.16,-92280,-112236,321553
1040,2018-01-31,2495000.0,0.2,-245477,-113100,702838
1041,2018-01-30,2490000.0,-2.77,-68602,-62407,163278
1042,2018-01-29,2561000.0,0.87,4575,45770,-68483
1043,2018-01-26,2539000.0,1.03,13060,33594,-145313
1044,2018-01-25,2513000.0,1.86,14265,55116,-126386
1045,2018-01-24,2467000.0,0.37,-38269,79197,-63621
1046,2018-01-23,2458000.0,1.91,-1098,7960,-56131
1047,2018-01-22,2412000.0,-2.19,-62389,-58379,125526
1048,2018-01-19,2466000.0,-1.16,-22209,-16840,28755
1049,2018-01-18,2495000.0,0.56,5446,27666,-102562
1050,2018-01-17,2481000.0,-0.76,23792,-54032,186
1051,2018-01-16,2500000.0,3.01,48376,11305,-132624
1052,2018-01-15,2427000.0,0.71,10372,-13580,-38545
1053,2018-01-12,2410000.0,-0.08,-181823,89918,286615
1054,2018-01-11,2412000.0,-1.23,-48369,-63403,228737
1055,2018-01-10,2442000.0,-3.1,-107220,-82587,294186
1056,2018-01-09,2520000.0,-3.11,-88729,19157,150913
1057,2018-01-08,2601000.0,-0.19,9727,-46526,-21347
1058,2018-01-05,2606000.0,2.04,10711,14748,-55263
1059,2018-01-04,2554000.0,-1.05,21457,-101949,2455
1060,2018-01-03,2581000.0,1.18,76135,-123157,-12050
1061,2018-01-02,2551000.0,0.12,5862,-59801,66588
1062,2017-12-28,2548000.0,3.24,3674,11152,-45542
1063,2017-12-27,2468000.0,2.41,-15752,-95582,150754
1064,2017-12-26,2410000.0,-3.02,-44577,241001,-270267
1065,2017-12-22,2485000.0,1.14,13302,99215,-175557
1066,2017-12-21,2457000.0,-3.42,-86915,85160,47614
1067,2017-12-20,2544000.0,-1.32,-74538,144860,-14602
1068,2017-12-19,2578000.0,0.7,-11079,137381,-114013
1069,2017-12-18,2560000.0,1.15,-50668,76245,-56195
1070,2017-12-15,2531000.0,-0.86,-56871,61465,41648
1071,2017-12-14,2553000.0,-0.51,53014,-134465,-12962
1072,2017-12-13,2566000.0,-1.5,-91774,123494,55790
1073,2017-12-12,2605000.0,0.62,10678,-23562,-48831
1074,2017-12-11,2589000.0,-0.42,-66899,71966,10763
1075,2017-12-08,2600000.0,2.48,21869,9314,-98544
1076,2017-12-07,2537000.0,1.44,-75338,141646,-37738
1077,2017-12-06,2501000.0,-2.42,-80888,49886,108135
1078,2017-12-05,2563000.0,-0.16,-24195,6249,20486
1079,2017-12-04,2567000.0,0.98,-24464,-23376,48265
1080,2017-12-01,2542000.0,0.08,-60444,47250,68768
1081,2017-11-30,2540000.0,-3.42,-151475,71489,235497
1082,2017-11-29,2630000.0,-1.28,-70675,37872,70329
1083,2017-11-28,2664000.0,1.22,-30585,37408,22826
1084,2017-11-27,2632000.0,-5.08,-119322,-61328,353817
1085,2017-11-24,2773000.0,0.29,-39772,24372,-11860
1086,2017-11-23,2765000.0,-1.18,-40018,-35887,51195
1087,2017-11-22,2798000.0,1.23,-30570,38821,-39429
1088,2017-11-21,2764000.0,0.14,-24518,18907,13309
1089,2017-11-20,2760000.0,-1.11,-10827,-122033,115053
1090,2017-11-17,2791000.0,0.07,40482,-167460,-37305
1091,2017-11-16,2789000.0,0.8,15393,-56485,137
1092,2017-11-15,2767000.0,-1.04,-36970,58197,2782
1093,2017-11-14,2796000.0,-0.82,-47639,58240,21998
1094,2017-11-13,2819000.0,-0.04,8696,-28295,-29332
1095,2017-11-10,2820000.0,0.11,-18647,15016,-17855
1096,2017-11-09,2817000.0,-0.74,-29188,-38462,57310
1097,2017-11-08,2838000.0,1.18,-612,-18169,-30955
1098,2017-11-07,2805000.0,-0.5,-12417,-57807,7297
1099,2017-11-06,2819000.0,0.0,10988,-107183,33619
1100,2017-11-03,2819000.0,-1.19,-71087,84492,77958
1101,2017-11-02,2853000.0,-0.28,1829,-73250,8752
1102,2017-11-01,2861000.0,3.89,21989,13549,-114266
1103,2017-10-31,2754000.0,1.92,51143,-28679,-110026
1104,2017-10-30,2702000.0,1.81,28240,-97083,-21686
1105,2017-10-27,2654000.0,1.3,-21929,-29019,24612
1106,2017-10-26,2620000.0,-2.78,-7475,-106495,117569
1107,2017-10-25,2695000.0,-0.26,19504,-83720,29661
1108,2017-10-24,2702000.0,-0.48,-9234,3609,23110
1109,2017-10-23,2715000.0,0.85,33375,-171211,12359
1110,2017-10-20,2692000.0,1.62,36359,-106592,-6314
1111,2017-10-19,2649000.0,-3.25,-16743,-123992,123535
1112,2017-10-18,2738000.0,-0.07,12957,-65233,-9036
1113,2017-10-17,2740000.0,1.63,37675,-97928,-43648
1114,2017-10-16,2696000.0,-0.15,-4611,-34468,15395
1115,2017-10-13,2700000.0,-1.46,-4361,6364,-15215
1116,2017-10-12,2740000.0,0.29,7616,-55961,-20866
1117,2017-10-11,2732000.0,3.48,177698,-117488,-97801
1118,2017-10-10,2640000.0,2.96,111391,-167506,-127109
1119,2017-09-29,2564000.0,0.04,-127720,-54149,98834
1120,2017-09-28,2563000.0,-0.81,-2675,-76160,52727
1121,2017-09-27,2584000.0,0.04,-3299,-59674,18506
1122,2017-09-26,2583000.0,-3.66,-147917,87782,87071
1123,2017-09-25,2681000.0,1.17,13389,-26934,-40446
1124,2017-09-22,2650000.0,0.38,31070,-108863,-7474
1125,2017-09-21,2640000.0,1.11,28523,-55984,-34341
1126,2017-09-20,2611000.0,0.19,-13868,19807,2627
1127,2017-09-19,2606000.0,-0.69,-13321,-27454,1989
1128,2017-09-18,2624000.0,4.13,55401,-30752,-145874
1129,2017-09-15,2520000.0,0.2,-1015,23403,-61959
1130,2017-09-14,2515000.0,1.37,31022,-50191,-41622
1131,2017-09-13,2481000.0,0.04,-3858,10858,-34425
1132,2017-09-12,2480000.0,-0.4,-39871,32283,10168
1133,2017-09-11,2490000.0,1.47,-35970,114087,-60842
1134,2017-09-08,2454000.0,2.0,5462,30120,-61148
1135,2017-09-07,2406000.0,2.38,-10851,77677,-81454
1136,2017-09-06,2350000.0,0.51,-44956,111939,-28989
1137,2017-09-05,2338000.0,1.56,-26332,67752,-34209
1138,2017-09-04,2302000.0,-0.95,-6024,50512,-80390
1139,2017-09-01,2324000.0,0.35,12586,-61566,-21082
1140,2017-08-31,2316000.0,0.26,-12976,-35417,-2873
1141,2017-08-30,2310000.0,0.26,-12723,14770,2671
1142,2017-08-29,2304000.0,-0.04,-25488,-348,39233
1143,2017-08-28,2305000.0,-1.96,-38341,81,6500
1144,2017-08-25,2351000.0,-1.05,-20589,14609,6575
1145,2017-08-24,2376000.0,0.08,-21523,26512,-11654
1146,2017-08-23,2374000.0,1.02,34548,-86021,-8542
1147,2017-08-22,2350000.0,0.34,-30033,42474,-19748
1148,2017-08-21,2342000.0,-0.13,-56577,1909,-1850
1149,2017-08-18,2345000.0,-0.3,-14211,6630,-12369
1150,2017-08-17,2352000.0,1.82,20195,-14711,-25628
1151,2017-08-16,2310000.0,2.67,-53274,102953,6832
1152,2017-08-14,2250000.0,0.85,-123608,174083,84180
1153,2017-08-11,2231000.0,-2.79,-163523,263400,85596
1154,2017-08-10,2295000.0,-0.82,-97796,146642,57734
1155,2017-08-09,2314000.0,-3.02,-96333,123329,67793
1156,2017-08-08,2386000.0,0.29,-6384,-34520,19571
1157,2017-08-07,2379000.0,-0.25,10042,-50172,5335
1158,2017-08-04,2385000.0,-0.17,-7478,-17354,1662
1159,2017-08-03,2389000.0,-2.49,-15674,-34065,91833
1160,2017-08-02,2450000.0,0.82,10292,-39486,-1100
1161,2017-08-01,2430000.0,0.83,1791,-69250,34919
1162,2017-07-31,2410000.0,0.92,-48115,87685,-3141
1163,2017-07-28,2388000.0,-4.1,-140012,23306,250770
1164,2017-07-27,2490000.0,-0.08,-65542,93840,94051
1165,2017-07-26,2492000.0,-0.32,-54605,105597,31776
1166,2017-07-25,2500000.0,-1.69,-50025,42258,88602
1167,2017-07-24,2543000.0,-0.43,-39134,55950,44966
1168,2017-07-21,2554000.0,-0.23,-21143,7666,53570
1169,2017-07-20,2560000.0,0.91,5239,1784,-21051
1170,2017-07-19,2537000.0,-0.2,-28204,12051,10993
1171,2017-07-18,2542000.0,0.39,-12982,18913,-9634
1172,2017-07-17,2532000.0,0.32,-17438,-2465,-5256
1173,2017-07-14,2524000.0,-0.16,-23280,-10978,3956
1174,2017-07-13,2528000.0,1.36,-1535,-67302,-2493
1175,2017-07-12,2494000.0,1.8,38186,-103066,-20742
1176,2017-07-11,2450000.0,0.7,-6224,-7405,-20128
1177,2017-07-10,2433000.0,1.67,15531,12971,-80690
1178,2017-07-07,2393000.0,-0.42,-30672,42561,-7007
1179,2017-07-06,2403000.0,1.01,46312,-87785,-21984
1180,2017-07-05,2379000.0,1.23,-11668,-1914,18966
1181,2017-07-04,2350000.0,-0.47,-53081,32648,54693
1182,2017-07-03,2361000.0,-0.67,-15216,-50449,48904
1183,2017-06-30,2377000.0,-0.83,-8294,-84141,64272
1184,2017-06-29,2397000.0,0.5,-35042,-9974,-23876
1185,2017-06-28,2385000.0,-1.24,-39870,239,43325
1186,2017-06-27,2415000.0,0.04,-42710,-94840,38368
1187,2017-06-26,2414000.0,1.39,-4045,-29697,-6730
1188,2017-06-23,2381000.0,-0.71,-67487,6184,46968
1189,2017-06-22,2398000.0,1.01,-2867,-23931,1206
1190,2017-06-21,2374000.0,-1.37,-17198,-41197,34566
1191,2017-06-20,2407000.0,3.39,132137,-186474,-163503
1192,2017-06-19,2328000.0,2.15,48363,-14693,-138222
1193,2017-06-16,2279000.0,-0.22,-54243,92906,-22364
1194,2017-06-15,2284000.0,0.71,48611,-130821,-21244
1195,2017-06-14,2268000.0,-0.09,8321,-42554,-8642
1196,2017-06-13,2270000.0,0.04,-52020,43529,31896
1197,2017-06-12,2269000.0,-1.56,-13225,-128298,94533
1198,2017-06-09,2305000.0,2.08,33476,3573,-138601
1199,2017-06-08,2258000.0,-0.31,-4174,-70327,61011
1200,2017-06-07,2265000.0,-1.39,-13370,-46115,37581
1201,2017-06-05,2297000.0,-0.04,32564,-82318,-46268
1202,2017-06-02,2298000.0,2.86,99331,-106525,-162524
1203,2017-06-01,2234000.0,-0.04,-926,-61399,14758
1204,2017-05-31,2235000.0,0.13,-85852,81133,70227
1205,2017-05-30,2232000.0,-2.15,-10885,-159794,161643
1206,2017-05-29,2281000.0,-1.0,-19994,-40647,31203
1207,2017-05-26,2304000.0,0.88,10554,-36557,-37061
1208,2017-05-25,2284000.0,1.78,19802,-59297,-43721
1209,2017-05-24,2244000.0,-0.09,-6224,-65174,29761
1210,2017-05-23,2246000.0,-0.4,-40908,11621,23894
1211,2017-05-22,2255000.0,0.85,61269,-266189,94470
1212,2017-05-19,2236000.0,-2.66,-82028,-117058,229318
1213,2017-05-18,2297000.0,-0.86,2918,-88513,37093
1214,2017-05-17,2317000.0,-0.09,-240,-68957,21997
1215,2017-05-16,2319000.0,0.61,-11995,-7120,-3418
1216,2017-05-15,2305000.0,0.61,6392,-23858,-29873
1217,2017-05-12,2291000.0,0.7,-6856,-25234,-24004
1218,2017-05-11,2275000.0,-0.22,-88421,120174,59751
1219,2017-05-10,2280000.0,-3.02,-117997,111166,87957
1220,2017-05-08,2351000.0,3.3,23669,-101804,-26683
1221,2017-05-04,2276000.0,1.38,37096,-160778,29207
1222,2017-05-02,2245000.0,0.63,-23446,-29871,44679
1223,2017-04-28,2231000.0,1.78,39163,-154916,8040
1224,2017-04-27,2192000.0,2.43,35967,6499,-60857
1225,2017-04-26,2140000.0,0.23,-22588,61594,-15984
1226,2017-04-25,2135000.0,3.54,139314,-146630,-144323
1227,2017-04-24,2062000.0,1.18,4291,14298,-19149
1228,2017-04-21,2038000.0,1.19,804,-2979,-10794
1229,2017-04-20,2014000.0,-1.52,-116285,118273,134800
1230,2017-04-19,2045000.0,-1.45,-33109,37740,61249
1231,2017-04-18,2075000.0,-0.14,-3276,-14601,17734
1232,2017-04-17,2078000.0,-1.09,-41584,23010,59834
1233,2017-04-14,2101000.0,-0.94,-13319,5661,19183
1234,2017-04-13,2121000.0,1.24,-7077,79314,-58294
1235,2017-04-12,2095000.0,0.72,26695,-15424,-17025
1236,2017-04-11,2080000.0,-0.81,-10799,53365,-6358
1237,2017-04-10,2097000.0,0.82,-13495,7908,-26346
1238,2017-04-07,2080000.0,-0.57,-23412,1953,36427
1239,2017-04-06,2092000.0,-0.71,-1939,-30234,27583
1240,2017-04-05,2107000.0,0.14,-10949,-26075,5413
1241,2017-04-04,2104000.0,1.54,40557,-39568,-37327
1242,2017-04-03,2072000.0,0.58,-37521,28690,7627
1243,2017-03-31,2060000.0,-1.86,-74923,-1263,58949
1244,2017-03-30,2099000.0,0.48,-85492,-57546,15382
1245,2017-03-29,2089000.0,0.72,-25304,15015,16229
1246,2017-03-28,2074000.0,0.68,-97601,-22112,14667
1247,2017-03-27,2060000.0,-0.72,19311,-7065,22491
1248,2017-03-24,2075000.0,-0.72,-52873,30846,30050
1249,2017-03-23,2090000.0,-1.55,-34093,-13897,66934
1250,2017-03-22,2123000.0,-0.23,-67462,51133,41576
1251,2017-03-21,2128000.0,1.58,-12300,-57987,-1597
1252,2017-03-20,2095000.0,-1.18,-23886,45249,37631
1253,2017-03-17,2120000.0,1.34,-19862,-24550,13275
1254,2017-03-16,2092000.0,1.06,-25183,12257,3222
1255,2017-03-15,2070000.0,0.1,-48293,15279,35791
1256,2017-03-14,2068000.0,1.87,27621,-89684,-8136
1257,2017-03-13,2030000.0,1.05,3858,-35169,-13897
1258,2017-03-10,2009000.0,-0.05,5029,-54049,22371
1259,2017-03-09,2010000.0,0.0,47731,-148005,-473
1260,2017-03-08,2010000.0,0.0,38251,-110562,1150
1261,2017-03-07,2010000.0,0.3,-15855,21837,-23538
1262,2017-03-06,2004000.0,1.16,70755,-105965,-79421
1263,2017-03-03,1981000.0,-0.25,9917,-31332,-16677
1264,2017-03-02,1986000.0,3.33,161514,-228189,-128912
1265,2017-02-28,1922000.0,1.0,-8639,-41618,-1108
1266,2017-02-27,1903000.0,-0.42,-49360,57454,7985
1267,2017-02-24,1911000.0,-2.45,-42507,8850,39757
1268,2017-02-23,1959000.0,-0.31,-6132,-8963,1035
1269,2017-02-22,1965000.0,0.92,9534,-86111,-10011
1270,2017-02-21,1947000.0,0.72,-18603,23456,-44376
1271,2017-02-20,1933000.0,2.11,40206,-62599,-22175
1272,2017-02-17,1893000.0,-0.42,-25036,20752,-19879
1273,2017-02-16,1901000.0,0.8,36572,-78637,-22757
1274,2017-02-15,1886000.0,0.37,-18346,-33381,13778
1275,2017-02-14,1879000.0,-1.0,-48131,32558,37555
1276,2017-02-13,1898000.0,-1.04,-40249,35024,-4934
1277,2017-02-10,1918000.0,-0.1,-34350,14125,-6405
1278,2017-02-09,1920000.0,0.0,16537,-47699,23856
1279,2017-02-08,1920000.0,-1.08,-65695,51518,39282
1280,2017-02-07,1941000.0,-1.87,-56153,26184,26071
1281,2017-02-06,1978000.0,0.25,-13529,-2918,-2733
1282,2017-02-03,1973000.0,0.25,-18299,-13465,-1572
1283,2017-02-02,1968000.0,0.61,69524,-39586,2018
1284,2017-02-01,1956000.0,-0.86,-33585,-7418,26862
1285,2017-01-31,1973000.0,-1.1,-32653,32276,17202
1286,2017-01-26,1995000.0,1.27,31097,-66965,-8822
1287,2017-01-25,1970000.0,3.25,8448,-64716,-50410
1288,2017-01-24,1908000.0,0.26,-13067,47217,-4579
1289,2017-01-23,1903000.0,2.31,-17935,1125,-15556
1290,2017-01-20,1860000.0,-0.75,-27505,42334,24362
1291,2017-01-19,1874000.0,1.46,10615,-77458,58041
1292,2017-01-18,1847000.0,-0.05,1893,30117,14922
1293,2017-01-17,1848000.0,0.82,-14711,30464,-1510
1294,2017-01-16,1833000.0,-2.14,-106080,103411,87135
1295,2017-01-13,1873000.0,-3.45,-97044,110236,76129
1296,2017-01-12,1940000.0,1.36,-25750,54363,-11876
1297,2017-01-11,1914000.0,2.79,27924,4778,-22483
1298,2017-01-10,1862000.0,0.05,467,-25098,6230
1299,2017-01-09,1861000.0,2.82,80527,-132140,-31554
1300,2017-01-06,1810000.0,1.8,41949,-32017,-10815
1301,2017-01-05,1778000.0,-1.66,-49246,2196,71606
1302,2017-01-04,1808000.0,-0.88,39814,-50598,47563
1303,2017-01-03,1824000.0,1.05,28012,-49844,18965
1304,2017-01-02,1805000.0,0.17,10712,-23881,21361
1305,2016-12-29,1802000.0,0.78,-1459,-86474,36749
1306,2016-12-28,1788000.0,-0.61,56682,-111359,57089
1307,2016-12-27,1799000.0,0.06,-11563,51086,-50283
1308,2016-12-26,1798000.0,0.9,32758,36247,-60773
1309,2016-12-23,1782000.0,-1.49,-37702,54415,9566
1310,2016-12-22,1809000.0,0.22,-16440,17423,-7916
1311,2016-12-21,1805000.0,-0.39,-3308,5912,9125
1312,2016-12-20,1812000.0,0.95,-6064,7200,-15311
1313,2016-12-19,1795000.0,0.11,-12142,-6494,4868
1314,2016-12-16,1793000.0,1.93,-39478,-24454,-47461
1315,2016-12-15,1759000.0,-1.01,-49636,25202,11978
1316,2016-12-14,1777000.0,0.62,21594,-29884,-7966
1317,2016-12-13,1766000.0,0.8,3211,-32884,-595
1318,2016-12-12,1752000.0,-1.57,-50,-10483,22189
1319,2016-12-09,1780000.0,-0.56,-9890,3297,11112
1320,2016-12-08,1790000.0,1.02,-96133,164156,-28160
1321,2016-12-07,1772000.0,1.37,43647,-65917,-12913
1322,2016-12-06,1748000.0,1.75,-56448,62037,-33739
1323,2016-12-05,1718000.0,-0.52,-3195,-4224,7373
1324,2016-12-02,1727000.0,-1.26,-18177,2392,5397
1325,2016-12-01,1749000.0,0.17,28870,-49517,708
1326,2016-11-30,1746000.0,4.11,112200,-106903,-97059
1327,2016-11-29,1677000.0,0.0,127288,-140373,-52410
1328,2016-11-28,1677000.0,1.64,44889,-54896,-34303
1329,2016-11-25,1650000.0,0.0,-7171,11062,-4634
1330,2016-11-24,1650000.0,0.06,-21564,53988,-15688
1331,2016-11-23,1649000.0,0.55,34005,1106,-58157
1332,2016-11-22,1640000.0,2.95,44302,13091,-79884
1333,2016-11-21,1593000.0,0.44,11673,6684,-26096
1334,2016-11-18,1586000.0,1.15,31960,-36368,-20025
1335,2016-11-17,1568000.0,0.64,32909,-36210,811
1336,2016-11-16,1558000.0,1.23,416,-28428,28908
1337,2016-11-15,1539000.0,-0.9,-69485,26322,85242
1338,2016-11-14,1553000.0,-2.82,-115952,107706,76889
1339,2016-11-11,1598000.0,-3.09,-115725,105783,54388
1340,2016-11-10,1649000.0,3.32,-2967,69904,-50856
1341,2016-11-09,1596000.0,-2.92,-66975,100887,5203
1342,2016-11-08,1644000.0,0.24,5809,-12865,-6162
1343,2016-11-07,1640000.0,0.8,2546,43276,-25875
1344,2016-11-04,1627000.0,0.68,-9679,17979,-5387
1345,2016-11-03,1616000.0,-1.64,-52059,73473,11221
1346,2016-11-02,1643000.0,-0.54,-19144,53134,-25224
1347,2016-11-01,1652000.0,0.79,23784,47202,-86827
1348,2016-10-31,1639000.0,1.55,24999,35142,-74263
1349,2016-10-28,1614000.0,2.61,48518,-16431,-66377
1350,2016-10-27,1573000.0,0.38,-21882,44491,-25445
1351,2016-10-26,1567000.0,-1.88,-26092,38519,10619
1352,2016-10-25,1597000.0,-0.68,-1174,50273,-45134
1353,2016-10-24,1608000.0,1.2,-4531,51699,-41488
1354,2016-10-21,1589000.0,-1.91,-35403,53317,-34
1355,2016-10-20,1620000.0,-0.31,25024,7934,-48479
1356,2016-10-19,1625000.0,2.27,79202,-49547,-74676
1357,2016-10-18,1589000.0,-0.06,619,17758,-508
1358,2016-10-17,1590000.0,0.82,45290,-58405,-17808
1359,2016-10-14,1577000.0,1.28,23003,-14748,-14352
1360,2016-10-13,1557000.0,1.43,72526,-114380,-7949
1361,2016-10-12,1535000.0,-0.65,-288024,321213,117865
1362,2016-10-11,1545000.0,-8.04,-203870,195421,114820
1363,2016-10-10,1680000.0,-1.52,-26143,50141,-23203
1364,2016-10-07,1706000.0,0.89,46006,-54302,-10531
1365,2016-10-06,1691000.0,4.45,-42417,58877,-68643
1366,2016-10-05,1619000.0,0.31,35339,17279,2126
1367,2016-10-04,1614000.0,1.0,178,4884,-2445
1368,2016-09-30,1598000.0,-0.13,-14909,28227,-841
1369,2016-09-29,1600000.0,2.11,7535,1815,-25894
1370,2016-09-28,1567000.0,-0.13,4078,5817,1211
1371,2016-09-27,1569000.0,0.06,-29110,50710,2004
1372,2016-09-26,1568000.0,-0.19,-27010,-73129,4990
1373,2016-09-23,1571000.0,-2.9,-77265,16832,9785
1374,2016-09-22,1618000.0,1.63,-18425,-57765,-43345
1375,2016-09-21,1592000.0,0.44,-3892,-99164,-11427
1376,2016-09-20,1585000.0,1.73,36880,-151558,-8249
1377,2016-09-19,1558000.0,2.03,7478,-105188,-7916
1378,2016-09-13,1527000.0,4.23,120174,-192097,-78755
1379,2016-09-12,1465000.0,-6.98,-23225,-70506,97243
1380,2016-09-09,1575000.0,-3.9,-52223,-5351,80538
1381,2016-09-08,1639000.0,1.11,25336,-42185,-9015
1382,2016-09-07,1621000.0,-1.34,-19560,29561,-5745
1383,2016-09-06,1643000.0,2.3,29496,-52142,-6495
1384,2016-09-05,1606000.0,0.56,23061,-21437,-16768
1385,2016-09-02,1597000.0,0.63,29240,-34160,-9605
1386,2016-09-01,1587000.0,-2.04,-71176,64621,60341
1387,2016-08-31,1620000.0,-1.52,-53933,77295,-1055
1388,2016-08-30,1645000.0,0.3,-16098,58896,-16724
1389,2016-08-29,1640000.0,1.74,-1889,5845,-13720
1390,2016-08-26,1612000.0,-1.65,-68011,89377,20317
1391,2016-08-25,1639000.0,-0.85,-106124,104571,9407
1392,2016-08-24,1653000.0,-2.02,-89392,26660,14955
1393,2016-08-23,1687000.0,1.32,-32537,-64328,9443
1394,2016-08-22,1665000.0,-0.6,-83797,24760,7533
1395,2016-08-19,1675000.0,2.13,-8667,-55753,2366
1396,2016-08-18,1640000.0,4.73,48431,8171,-87177
1397,2016-08-17,1566000.0,-0.13,-44359,24535,-3416
1398,2016-08-16,1568000.0,1.49,-22721,48943,-21965
1399,2016-08-12,1545000.0,-0.9,-49318,51189,1923
1400,2016-08-11,1559000.0,1.17,-46643,53158,-4564
1401,2016-08-10,1541000.0,-1.66,-41185,13006,28589
1402,2016-08-09,1567000.0,-0.13,-26713,23568,-11082
1403,2016-08-08,1569000.0,0.51,-24482,26748,-583
1404,2016-08-05,1561000.0,2.9,746,6959,-22569
1405,2016-08-04,1517000.0,0.0,7484,-18757,13048
1406,2016-08-03,1517000.0,-2.0,-24055,-14854,13555
1407,2016-08-02,1548000.0,-1.28,-16902,-24984,17268
1408,2016-08-01,1568000.0,1.88,21659,-17711,-16188
1409,2016-07-29,1539000.0,2.12,42426,-51255,-43991
1410,2016-07-28,1507000.0,-1.31,26696,-40162,21166
1411,2016-07-27,1527000.0,-0.2,17164,-9879,7
1412,2016-07-26,1530000.0,1.86,1714,7633,-14508
1413,2016-07-25,1502000.0,-0.92,-8156,-1291,6376
1414,2016-07-22,1516000.0,-1.75,-40644,71679,-246
1415,2016-07-21,1543000.0,0.19,-18686,27074,-13087
