,날짜,종가,등락률,외인순매수,기관순매수,개인순매수
2630,2011-08-19,680000.0,-4.09,-99177,-20109,32516
2631,2011-08-18,709000.0,-5.72,98285,-143564,105241
2632,2011-08-17,752000.0,0.27,57827,-23037,-17627
2633,2011-08-16,750000.0,6.08,289625,-88336,-111428
2634,2011-08-12,707000.0,-0.14,33175,-62929,39396
2635,2011-08-11,708000.0,-1.67,-68486,-34143,86388
2636,2011-08-10,720000.0,-0.55,-168249,-20829,155325
2637,2011-08-09,724000.0,-4.74,-176654,34023,88632
2638,2011-08-08,760000.0,-3.68,-15133,-9940,9520
2639,2011-08-05,789000.0,-3.9,-157709,25702,88501
2640,2011-08-04,821000.0,-1.44,-75178,-7608,45972
2641,2011-08-03,833000.0,-2.23,-50881,39701,43085
2642,2011-08-02,852000.0,-2.07,-1623,42862,-13052
2643,2011-08-01,870000.0,3.08,100548,6566,-122106
2644,2011-07-29,844000.0,0.84,55665,-9110,-19538
2645,2011-07-28,837000.0,-0.95,105762,-78810,4937
2646,2011-07-27,845000.0,-0.59,9414,-13090,3372
2647,2011-07-26,850000.0,0.35,-13207,12176,-12939
2648,2011-07-25,847000.0,-0.35,42658,-21300,-902
2649,2011-07-22,850000.0,0.95,51334,1199,-38400
2650,2011-07-21,842000.0,-1.06,21618,-11777,-15268
2651,2011-07-20,851000.0,3.53,49447,32329,-117589
2652,2011-07-19,822000.0,1.11,-39454,-5878,12052
2653,2011-07-18,813000.0,-2.28,-69181,-44803,123549
2654,2011-07-15,832000.0,0.12,-80598,12898,59836
2655,2011-07-14,831000.0,-1.42,-76133,-27370,133465
2656,2011-07-13,843000.0,-0.82,25116,-64188,59497
2657,2011-07-12,850000.0,-1.73,-5308,-16529,29119
2658,2011-07-11,865000.0,-2.26,-2893,-38351,41112
2659,2011-07-08,885000.0,0.57,25322,-7950,-11354
2660,2011-07-07,880000.0,-2.0,-15827,-4610,23867
2661,2011-07-06,898000.0,-0.11,21497,29821,-46937
2662,2011-07-05,899000.0,2.39,145873,24570,-163526
2663,2011-07-04,878000.0,2.69,32682,77727,-123526
2664,2011-07-01,855000.0,3.51,48372,46338,-76194
2665,2011-06-30,826000.0,-0.84,54867,-33766,31367
2666,2011-06-29,833000.0,0.12,50271,-43117,-4949
2667,2011-06-28,832000.0,-0.36,12237,-40152,-13367
2668,2011-06-27,835000.0,-2.0,-10998,13534,29865
2669,2011-06-24,852000.0,2.53,-64365,133643,-91921
2670,2011-06-23,831000.0,0.61,51192,3610,-34630
2671,2011-06-22,826000.0,1.47,22578,4827,-29065
2672,2011-06-21,814000.0,1.75,-601,2948,-16778
2673,2011-06-20,800000.0,-2.32,-117543,8554,78727
2674,2011-06-17,819000.0,-3.42,-55572,-112883,122918
2675,2011-06-16,848000.0,-1.97,-7352,-18141,49850
2676,2011-06-15,865000.0,0.23,-30214,20587,-3366
2677,2011-06-14,863000.0,1.17,-26125,21627,-18035
2678,2011-06-13,853000.0,0.24,-78225,12015,15947
2679,2011-06-10,851000.0,-1.62,5303,-46928,78084
2680,2011-06-09,865000.0,-1.37,-34506,-31121,91367
2681,2011-06-08,877000.0,-1.13,42584,-15472,10102
2682,2011-06-07,887000.0,0.23,11672,-7726,-1280
2683,2011-06-03,885000.0,0.23,-14717,-4478,-10792
2684,2011-06-02,883000.0,-3.07,-2079,-12683,49712
2685,2011-06-01,911000.0,1.0,6497,43634,-59322
2686,2011-05-31,902000.0,2.04,72516,10803,-159959
2687,2011-05-30,884000.0,-0.79,-47867,28165,14753
2688,2011-05-27,891000.0,1.37,2395,78058,-72788
2689,2011-05-26,879000.0,2.69,35328,-38791,-8089
2690,2011-05-25,856000.0,-1.04,8122,-54382,54236
2691,2011-05-24,865000.0,-0.92,-10851,-9565,22610
2692,2011-05-23,873000.0,-1.02,4095,-24452,19294
2693,2011-05-20,882000.0,0.23,16365,-13275,2553
2694,2011-05-19,880000.0,-1.46,-53973,-40935,90115
2695,2011-05-18,893000.0,0.34,10895,-23981,16075
2696,2011-05-17,890000.0,-1.22,-15366,-6990,26750
2697,2011-05-16,901000.0,-1.64,-60831,26720,7832
2698,2011-05-13,916000.0,3.5,-111495,243079,-132803
2699,2011-05-12,885000.0,-0.78,-113673,60099,37848
2700,2011-05-11,892000.0,0.11,-27741,-48132,93988
2701,2011-05-09,891000.0,-0.89,-24506,28192,59371
2702,2011-05-06,899000.0,-1.75,-68567,12986,40270
2703,2011-05-04,915000.0,-2.45,-13511,-21138,33109
2704,2011-05-03,938000.0,0.64,35261,107176,-143346
2705,2011-05-02,932000.0,4.37,49052,166163,-252561
2706,2011-04-29,893000.0,-0.78,-55841,-43786,86862
2707,2011-04-28,900000.0,-2.6,96362,-51238,25555
2708,2011-04-27,924000.0,3.01,178252,17939,-186685
2709,2011-04-26,897000.0,0.9,-10680,-37252,36347
2710,2011-04-25,889000.0,-1.66,39016,-57132,44425
2711,2011-04-22,904000.0,-2.59,99072,-135126,21309
2712,2011-04-21,928000.0,1.31,182122,-64676,-157734
2713,2011-04-20,916000.0,4.69,53400,147102,-236997
2714,2011-04-19,875000.0,0.92,22877,-69082,57045
2715,2011-04-18,867000.0,-2.36,-5171,-99140,139442
2716,2011-04-15,888000.0,-1.33,41003,-121289,82133
2717,2011-04-14,900000.0,-0.11,15116,-85116,60742
2718,2011-04-13,901000.0,2.15,71786,-26970,-25685
2719,2011-04-12,882000.0,-1.34,-39431,-19225,69116
2720,2011-04-11,894000.0,-0.45,62994,-81445,45284
2721,2011-04-08,898000.0,-1.21,39762,-127974,119785
2722,2011-04-07,909000.0,-1.52,-43961,-29988,101211
2723,2011-04-06,923000.0,-2.33,76776,-124806,77339
2724,2011-04-05,945000.0,0.0,79872,-23354,-46091
2725,2011-04-04,945000.0,0.53,144080,-51823,-79501
2726,2011-04-01,940000.0,0.86,215986,-105801,-85796
2727,2011-03-31,932000.0,0.65,165986,-60253,-80526
2728,2011-03-30,926000.0,1.09,123570,8122,-116520
2729,2011-03-29,916000.0,0.0,20135,-21699,4565
2730,2011-03-28,916000.0,0.66,67606,18164,-86340
2731,2011-03-25,910000.0,3.41,119696,32825,-153723
2732,2011-03-24,880000.0,0.8,7269,13410,-35063
2733,2011-03-23,873000.0,-0.23,-12711,-73761,68404
2734,2011-03-22,875000.0,-1.69,16314,-111769,91097
2735,2011-03-21,890000.0,-0.11,51581,-47640,-91
2736,2011-03-18,891000.0,0.11,56585,-43393,-7377
2737,2011-03-17,890000.0,0.45,43591,-10740,-15788
2738,2011-03-16,886000.0,3.02,-40996,100880,-129648
2739,2011-03-15,860000.0,-4.44,-101433,36614,95310
2740,2011-03-14,900000.0,4.41,-4598,84617,-87372
2741,2011-03-11,862000.0,-0.46,-52702,20833,40610
2742,2011-03-10,866000.0,-2.7,-304327,9609,216675
2743,2011-03-09,890000.0,-1.0,10026,-83476,82314
2744,2011-03-08,899000.0,-0.77,-78690,-59033,90945
2745,2011-03-07,906000.0,-4.13,-24872,-124637,180387
2746,2011-03-04,945000.0,2.38,60013,-74667,-23400
2747,2011-03-03,923000.0,0.54,3990,-35481,43070
2748,2011-03-02,918000.0,-0.54,-32446,29129,9095
2749,2011-02-28,923000.0,-0.32,-4696,32378,-14450
2750,2011-02-25,926000.0,-0.32,-36264,25774,38081
2751,2011-02-24,929000.0,-0.11,50103,-25072,-43149
2752,2011-02-23,930000.0,-0.85,-50754,7902,-3738
2753,2011-02-22,938000.0,-1.05,-21144,13400,-3853
2754,2011-02-21,948000.0,-1.25,52970,-43150,18181
2755,2011-02-18,960000.0,0.63,22109,11959,-18904
2756,2011-02-17,954000.0,0.95,6001,8450,-16204
2757,2011-02-16,945000.0,-1.36,-55317,25822,-10577
2758,2011-02-15,958000.0,0.52,71992,-27464,-39216
2759,2011-02-14,953000.0,4.15,57408,38411,-84876
2760,2011-02-11,915000.0,-2.24,-136142,30320,104329
2761,2011-02-10,936000.0,-2.5,-134067,-39431,133220
2762,2011-02-09,960000.0,-0.1,10349,-23238,25953
2763,2011-02-08,961000.0,-1.13,-34957,-68282,97113
2764,2011-02-07,972000.0,-1.12,-42620,-2325,53246
2765,2011-02-01,983000.0,0.2,-2785,3536,22672
2766,2011-01-31,981000.0,-2.87,-149968,24049,99090
2767,2011-01-28,1010000.0,1.61,31265,33059,-54100
2768,2011-01-27,994000.0,-0.4,56317,-6808,-24695
2769,2011-01-26,998000.0,2.36,42894,384,-42668
2770,2011-01-25,975000.0,0.41,15748,-16528,-19737
2771,2011-01-24,971000.0,0.0,-47386,26005,23230
2772,2011-01-21,971000.0,-1.12,-48897,9504,28159
2773,2011-01-20,982000.0,-1.5,-70299,45977,30040
2774,2011-01-19,997000.0,2.89,65981,105933,-184421
2775,2011-01-18,969000.0,2.11,63685,109425,-164348
2776,2011-01-17,949000.0,1.71,104421,17300,-95693
2777,2011-01-14,933000.0,1.19,-11617,13199,-4377
2778,2011-01-13,922000.0,-0.86,45600,-20903,27864
2779,2011-01-12,930000.0,1.86,57613,40670,-67072
2780,2011-01-11,913000.0,-0.44,-86135,14132,74606
2781,2011-01-10,917000.0,-0.43,-81372,-3700,67319
2782,2011-01-07,921000.0,-0.97,-79098,-46239,100799
2783,2011-01-06,930000.0,-1.27,-72950,8083,68417
2784,2011-01-05,942000.0,-1.67,33798,-78047,25275
2785,2011-01-04,958000.0,0.0,54123,-28766,5097
2786,2011-01-03,958000.0,0.95,16572,6615,-14074
2787,2010-12-30,949000.0,0.42,-6236,18899,-9792
2788,2010-12-29,945000.0,0.75,-47479,40757,6520
2789,2010-12-28,938000.0,1.74,2364,48870,-51473
2790,2010-12-27,922000.0,-0.32,33238,13314,-52930
2791,2010-12-24,925000.0,-1.18,69582,-13297,1901
2792,2010-12-23,936000.0,-0.32,-28210,-6513,21003
2793,2010-12-22,939000.0,0.32,73983,-30948,-28018
2794,2010-12-21,936000.0,0.43,10810,-23432,-8043
2795,2010-12-20,932000.0,0.65,5297,29113,-39284
2796,2010-12-17,926000.0,1.65,-33924,60748,-24917
2797,2010-12-16,911000.0,-0.55,-29543,-1767,10208
2798,2010-12-15,916000.0,-1.4,-9573,-59042,81479
2799,2010-12-14,929000.0,-0.11,128884,-99710,21005
2800,2010-12-13,930000.0,1.2,14581,5443,-20724
2801,2010-12-10,919000.0,0.22,-949,11986,-8104
2802,2010-12-09,917000.0,3.27,-50412,44769,-27777
2803,2010-12-08,888000.0,-1.44,-5318,303,21135
2804,2010-12-07,901000.0,1.24,24444,57097,-74392
2805,2010-12-06,890000.0,-0.45,4536,6772,-28195
2806,2010-12-03,894000.0,4.07,108587,184908,-286797
2807,2010-12-02,859000.0,4.76,158345,33135,-153944
2808,2010-12-01,820000.0,-0.73,-64221,20733,37960
2809,2010-11-30,826000.0,-1.2,-34530,-3932,28846
2810,2010-11-29,836000.0,-0.12,-30223,30805,-25164
2811,2010-11-26,837000.0,-0.95,27990,-15460,-44349
2812,2010-11-25,845000.0,-0.71,-31515,42239,-26240
2813,2010-11-24,851000.0,1.31,16170,95298,-122912
2814,2010-11-23,840000.0,-0.94,32826,61004,-56456
2815,2010-11-22,848000.0,3.67,121107,175521,-286608
2816,2010-11-19,818000.0,2.38,89617,21850,-67655
2817,2010-11-18,799000.0,0.5,-34621,7304,6441
2818,2010-11-17,795000.0,-1.97,-62145,53982,15971
2819,2010-11-16,811000.0,0.37,151202,44051,-127796
2820,2010-11-15,808000.0,3.86,138360,150636,-260744
2821,2010-11-12,778000.0,1.43,213621,-64914,-114385
2822,2010-11-11,767000.0,-2.91,-178490,146044,-35886
2823,2010-11-10,790000.0,2.07,265039,-38252,-176883
2824,2010-11-09,774000.0,-0.51,20375,-2074,-10122
2825,2010-11-08,778000.0,0.26,93365,-6107,-68621
2826,2010-11-05,776000.0,1.7,361451,-16954,-265456
2827,2010-11-04,763000.0,3.11,96695,-1183,-80780
2828,2010-11-03,740000.0,0.0,1309,-40976,16177
2829,2010-11-02,740000.0,-0.94,-501,-76057,82236
2830,2010-11-01,747000.0,0.27,-13328,-49700,49541
2831,2010-10-29,745000.0,-2.49,-84940,-53591,136570
2832,2010-10-28,764000.0,1.46,35788,-5686,-21832
2833,2010-10-27,753000.0,-1.31,70140,-80407,52547
2834,2010-10-26,763000.0,-1.04,69851,-82481,40699
2835,2010-10-25,771000.0,-0.77,97300,-37377,-56426
2836,2010-10-22,777000.0,1.57,214847,23050,-193644
2837,2010-10-21,765000.0,2.68,88597,67441,-119866
2838,2010-10-20,745000.0,0.54,-72062,12578,29334
2839,2010-10-19,741000.0,-1.33,-20695,-56989,95491
2840,2010-10-18,751000.0,-0.4,37177,-3352,-5558
2841,2010-10-15,754000.0,0.53,28473,-24680,9374
2842,2010-10-14,750000.0,0.81,-119858,-2529,74176
2843,2010-10-13,744000.0,-0.27,-171452,3973,126957
2844,2010-10-12,746000.0,-0.93,-100425,-7162,106038
2845,2010-10-11,753000.0,-0.66,-45708,-24941,49945
2846,2010-10-08,758000.0,-1.56,-123041,-14442,103162
2847,2010-10-07,770000.0,-2.9,-101672,-7432,64386
2848,2010-10-06,793000.0,2.59,109974,48609,-121952
2849,2010-10-05,773000.0,-0.9,3988,-15958,-7746
2850,2010-10-04,780000.0,0.39,120457,-28312,-43308
2851,2010-10-01,777000.0,0.0,70015,-14444,-44002
2852,2010-09-30,777000.0,0.65,129544,-13664,-80637
2853,2010-09-29,772000.0,3.62,264719,-20854,-178818
2854,2010-09-28,745000.0,-1.32,-61163,-79791,156026
2855,2010-09-27,755000.0,-0.92,-57565,-76008,119566
2856,2010-09-24,762000.0,-2.31,-69932,-22379,66422
2857,2010-09-20,780000.0,0.91,117249,-24795,-47670
2858,2010-09-17,773000.0,2.11,10992,44849,-50877
2859,2010-09-16,757000.0,0.0,-17246,14311,-419
2860,2010-09-15,757000.0,-0.39,-24455,-52331,77288
2861,2010-09-14,760000.0,-1.3,-2061,-31773,32938
2862,2010-09-13,770000.0,0.52,75926,-42174,-10460
2863,2010-09-10,766000.0,1.32,49553,-7435,-25515
2864,2010-09-09,756000.0,-1.95,-284838,39441,171556
2865,2010-09-08,771000.0,-2.16,-47132,-1667,29196
2866,2010-09-07,788000.0,1.03,114648,-30862,-50482
2867,2010-09-06,780000.0,2.5,59925,5185,-53531
2868,2010-09-03,761000.0,0.26,-40218,-29425,59681
2869,2010-09-02,759000.0,0.93,-70943,4822,49184
2870,2010-09-01,752000.0,-0.53,-35733,-61293,60608
2871,2010-08-31,756000.0,-2.58,-101999,-47749,125719
2872,2010-08-30,776000.0,1.31,13699,-10138,1014
2873,2010-08-27,766000.0,-0.91,-7285,-33407,54535
2874,2010-08-26,773000.0,0.13,41814,-14063,-8848
2875,2010-08-25,772000.0,-1.4,-10605,-18488,25590
2876,2010-08-24,783000.0,-0.89,11445,-18669,19265
2877,2010-08-23,790000.0,0.77,66026,-17595,-32637
2878,2010-08-20,784000.0,-0.63,59050,-63679,11036
2879,2010-08-19,789000.0,1.41,-10204,-37697,-14482
2880,2010-08-18,778000.0,-0.51,21606,-44904,33666
2881,2010-08-17,782000.0,0.0,-52834,-5415,20364
2882,2010-08-16,782000.0,0.13,-6366,-15456,22789
2883,2010-08-13,781000.0,1.96,18971,-38174,24325
2884,2010-08-12,766000.0,-1.67,-113962,-11373,106395
2885,2010-08-11,779000.0,-1.77,46831,-108850,94197
2886,2010-08-10,793000.0,-1.12,-51589,-22476,67231
2887,2010-08-09,802000.0,0.12,-4093,-22752,22041
2888,2010-08-06,801000.0,-0.37,-3649,-19030,21183
2889,2010-08-05,804000.0,-0.25,-29549,-5777,23268
2890,2010-08-04,806000.0,-1.1,1201,-16358,13822
2891,2010-08-03,815000.0,0.62,-8174,-10322,-3944
2892,2010-08-02,810000.0,0.0,-44790,-4294,27841
2893,2010-07-30,810000.0,-2.06,-2002,-30257,26895
2894,2010-07-29,827000.0,-1.19,16300,6029,-11772
2895,2010-07-28,837000.0,0.97,156984,-12107,-137128
2896,2010-07-27,829000.0,1.34,96469,20166,-93973
2897,2010-07-26,818000.0,0.86,4508,5253,-18016
2898,2010-07-23,811000.0,0.37,24119,902,-20418
2899,2010-07-22,808000.0,-1.1,62346,-38216,-33518
2900,2010-07-21,817000.0,2.38,170315,-56098,-72095
2901,2010-07-20,798000.0,0.38,58615,-38981,22614
2902,2010-07-19,795000.0,-0.87,66647,-55853,12288
2903,2010-07-16,802000.0,-2.2,73648,-61765,16967
2904,2010-07-15,820000.0,-0.49,63455,-10419,-49100
2905,2010-07-14,824000.0,3.52,265451,52562,-252744
2906,2010-07-13,796000.0,-0.75,57978,-39457,-28059
2907,2010-07-12,802000.0,0.75,90492,-20418,-45113
2908,2010-07-09,796000.0,2.71,83841,-14879,-63594
2909,2010-07-08,775000.0,0.78,-36493,-154,9960
2910,2010-07-07,769000.0,-0.77,-88779,-145,63345
2911,2010-07-06,775000.0,1.04,-128198,30608,67807
2912,2010-07-05,767000.0,0.0,18730,-45142,38001
2913,2010-07-02,767000.0,0.13,-59781,-8005,56656
2914,2010-07-01,766000.0,-1.03,-65042,-52508,135345
2915,2010-06-30,774000.0,-2.27,-65732,-50347,100459
2916,2010-06-29,792000.0,-0.5,-8467,-13719,11124
2917,2010-06-28,796000.0,-1.12,-58537,-13242,46595
2918,2010-06-25,805000.0,-1.83,-44683,-9701,48123
2919,2010-06-24,820000.0,1.86,99402,-23260,-44756
2920,2010-06-23,805000.0,-1.35,-17507,-37568,48091
2921,2010-06-22,816000.0,-1.69,23899,-52887,37126
2922,2010-06-21,830000.0,0.97,18303,15184,-34343
2923,2010-06-18,822000.0,0.61,82049,-38031,-25955
2924,2010-06-17,817000.0,-0.24,-23912,16074,-2519
2925,2010-06-16,819000.0,2.63,151460,-6446,-108471
2926,2010-06-15,798000.0,-1.12,-10211,1579,6884
2927,2010-06-14,807000.0,1.25,52197,6683,-52725
2928,2010-06-11,797000.0,3.1,150131,-32638,-97950
2929,2010-06-10,773000.0,0.39,71976,-36787,-12701
2930,2010-06-09,770000.0,-1.91,-38099,-40676,85305
2931,2010-06-08,785000.0,-0.25,-20042,-13655,14169
2932,2010-06-07,787000.0,-0.76,10168,-7709,-3903
2933,2010-06-04,793000.0,2.06,34242,23709,-37181
2934,2010-06-03,777000.0,1.17,28669,-21946,-18169
2935,2010-06-01,768000.0,-1.03,2214,-37938,30697
2936,2010-05-31,776000.0,-0.26,19927,-14244,1636
2937,2010-05-28,778000.0,0.78,17930,-25391,12681
2938,2010-05-27,772000.0,2.93,-7862,3348,-4606
2939,2010-05-26,750000.0,1.21,-37665,31799,3431
2940,2010-05-25,741000.0,-2.24,-51406,-13747,39204
2941,2010-05-24,758000.0,0.26,-20703,-2061,24031
