,날짜,전월대비 등락률
172,2019-05-31,-0.07344836888932467
173,2019-06-28,0.04353156003126642
174,2019-07-31,-0.04978366040183247
175,2019-08-30,-0.028035863968134317
176,2019-09-30,0.048409641208982356
177,2019-10-31,0.009902780425627493
178,2019-11-29,0.002150239268314004
179,2019-12-30,0.052544092314988605
180,2020-01-31,-0.03579241419578798
181,2020-02-28,-0.062293240424380995
182,2020-03-31,-0.11694455185185322
183,2020-04-29,0.10994850358748161
184,2020-05-29,0.04212446061941988
185,2020-06-30,0.03879094574601255
186,2020-07-31,0.06689656450185971
187,2020-08-31,0.03414280473483245
188,2020-09-29,0.0007394002849708522
189,2020-10-30,-0.026092295184591312
190,2020-11-30,0.14299459652479593
191,2020-12-30,0.10887412429225234
192,2021-01-29,0.035754676847809544
193,2021-02-26,0.012344555900485589
194,2021-03-31,0.01608721402234803
195,2021-04-30,0.028235324703163808
196,2021-05-31,0.017808864606451168
197,2021-06-30,0.02895203751264168
198,2021-07-30,-0.02862269472253283
199,2021-08-31,-0.0009524497124010508
200,2021-09-30,-0.04077491126897386
201,2021-10-29,-0.03197976242745858
202,2021-11-30,-0.044323159985223425
203,2021-12-30,0.048833886496078414
204,2022-01-28,-0.10555633629249944
205,2022-02-28,0.013456728231198324
206,2022-03-31,0.021662124120634514
207,2022-04-25,-0.0364513346838615
