,종가,등락율,날짜,개인순매수,외국인순매수,기관순매수
1029,2442.82,0.0087,2018-02-19,-730,263,346
1030,2421.83,0.0111,2018-02-14,-2054,1035,1110
1031,2395.19,0.0040999999999999995,2018-02-13,-1661,3297,-1859
1032,2385.38,0.0091,2018-02-12,971,-790,-175
1033,2363.77,-0.0182,2018-02-09,2761,-3152,203
1034,2407.62,0.0046,2018-02-08,2437,908,-3483
1035,2396.56,-0.0231,2018-02-07,9264,-1914,-7395
1036,2453.31,-0.0154,2018-02-06,1565,-2810,1079
1037,2491.75,-0.013300000000000001,2018-02-05,4955,-4554,-419
1038,2525.39,-0.0168,2018-02-02,7374,-4640,-2810
1039,2568.54,0.0008,2018-02-01,2170,-2722,293
1040,2566.46,-0.0005,2018-01-31,7941,-6642,-1844
1041,2567.74,-0.011699999999999999,2018-01-30,2534,-1223,-1433
1042,2598.19,0.0091,2018-01-29,-7116,3226,3614
1043,2574.76,0.0049,2018-01-26,-3853,1808,1168
1044,2562.23,0.0095,2018-01-25,-7154,3754,2999
1045,2538.0,0.0006,2018-01-24,-2813,-160,2443
1046,2536.6,0.0138,2018-01-23,-5925,2160,3405
1047,2502.11,-0.0072,2018-01-22,2471,-1762,-735
1048,2520.26,0.0018,2018-01-19,-91,-814,414
1049,2515.81,0.0002,2018-01-18,915,949,-2234
1050,2515.43,-0.0025,2018-01-17,1733,680,-2883
1051,2521.74,0.0072,2018-01-16,-2777,2768,-249
1052,2503.73,0.0029,2018-01-15,-698,244,145
1053,2496.42,0.0034000000000000002,2018-01-12,-871,-1176,1644
1054,2487.91,-0.004699999999999999,2018-01-11,3170,1756,-5447
1055,2499.75,-0.0042,2018-01-10,1302,-2789,993
1056,2510.23,-0.0012,2018-01-09,-2606,438,2122
1057,2513.28,0.0063,2018-01-08,-3512,3908,-873
1058,2497.52,0.0126,2018-01-05,-3705,2457,1022
1059,2466.46,-0.008,2018-01-04,442,3359,-3845
1060,2486.35,0.0027,2018-01-03,-242,3992,-3980
1061,2479.65,0.0049,2018-01-02,-267,2634,-2762
1062,2467.49,0.0126,2017-12-28,-2129,1798,307
1063,2436.67,0.0038,2017-12-27,4659,-1093,-3753
1064,2427.34,-0.0054,2017-12-26,-8944,158,8725
1065,2440.54,0.0044,2017-12-22,-8491,1313,3882
1066,2429.83,-0.0172,2017-12-21,-84,-3275,3112
1067,2472.37,-0.0025,2017-12-20,-3681,-3075,6175
1068,2478.53,-0.0013,2017-12-19,-3572,639,2846
1069,2481.88,-0.0001,2017-12-18,-1294,-1676,2653
1070,2482.07,0.0051,2017-12-15,-2570,-2021,4217
1071,2469.48,-0.0045000000000000005,2017-12-14,-3781,3850,-148
1072,2480.55,0.0079,2017-12-13,-5119,-2055,6948
1073,2461.0,-0.0042,2017-12-12,1475,-2445,623
1074,2471.49,0.003,2017-12-11,-916,-1660,2306
1075,2464.0,0.0008,2017-12-08,388,-1042,401
1076,2461.98,-0.005,2017-12-07,-448,-3384,4915
1077,2474.37,-0.014199999999999999,2017-12-06,2515,-3383,371
1078,2510.12,0.0034000000000000002,2017-12-05,-3475,318,2932
1079,2501.67,0.0106,2017-12-04,-2582,1472,882
1080,2475.41,-0.0004,2017-12-01,1405,-1939,898
1081,2476.37,-0.014499999999999999,2017-11-30,1933,-6000,3705
1082,2512.9,-0.0005,2017-11-29,-806,-1621,2025
1083,2514.19,0.0025,2017-11-28,-3766,-1639,2037
1084,2507.81,-0.0144,2017-11-27,4534,-4536,-470
1085,2544.33,0.0028000000000000004,2017-11-24,-1059,-1105,1773
1086,2537.15,-0.0013,2017-11-23,-24,-757,419
1087,2540.51,0.0039000000000000003,2017-11-22,-819,397,232
1088,2530.7,0.0012,2017-11-21,-5085,3916,983
1089,2527.67,-0.0025,2017-11-20,899,2151,-3395
1090,2533.99,-0.0003,2017-11-17,-1419,5489,-4401
1091,2534.79,0.0066,2017-11-16,-798,2862,-2089
1092,2518.25,-0.0033,2017-11-15,-369,-647,810
1093,2526.64,-0.0015,2017-11-14,-1290,-969,1834
1094,2530.35,-0.005,2017-11-13,2579,-642,-2267
1095,2542.95,-0.003,2017-11-10,1432,-1889,169
1096,2550.57,-0.0007000000000000001,2017-11-09,2090,-670,-1853
1097,2552.4,0.0027,2017-11-08,617,540,-706
1098,2545.44,-0.0016,2017-11-07,-740,2444,-707
1099,2549.41,-0.0033,2017-11-06,1810,1456,-3681
1100,2557.97,0.0046,2017-11-03,-1683,-1476,2724
1101,2546.36,-0.004,2017-11-02,1546,-12,-1952
1102,2556.47,0.0131,2017-11-01,-2305,3032,-1144
1103,2523.43,0.0086,2017-10-31,-249,4191,-3958
1104,2501.93,0.0021,2017-10-30,2620,2517,-5217
1105,2496.63,0.0064,2017-10-27,-130,965,-958
1106,2480.63,-0.0048,2017-10-26,-363,-266,626
1107,2492.5,0.0008,2017-10-25,571,1119,-1661
1108,2490.49,0.0002,2017-10-24,684,-1014,270
1109,2490.05,0.0002,2017-10-23,2042,3156,-6174
1110,2489.54,0.0067,2017-10-20,-407,1615,-1751
1111,2473.06,-0.004,2017-10-19,-23,26,-152
1112,2482.91,-0.0006,2017-10-18,-62,-320,-469
1113,2484.37,0.0017000000000000001,2017-10-17,1458,-515,-1497
1114,2480.05,0.0026,2017-10-16,-717,-274,493
1115,2473.62,-0.0005,2017-10-13,-1135,-358,1094
1116,2474.76,0.0068000000000000005,2017-10-12,-548,2440,-2212
1117,2458.16,0.01,2017-10-11,538,7007,-5339
1118,2433.81,0.016399999999999998,2017-10-10,-3104,8177,-5619
1119,2394.47,0.009000000000000001,2017-09-29,-1566,310,688
1120,2373.14,0.0002,2017-09-28,1189,-1291,-495
1121,2372.57,-0.0007000000000000001,2017-09-27,1658,-2808,407
1122,2374.32,-0.0026,2017-09-26,-1578,-3852,5065
1123,2380.4,-0.0034999999999999996,2017-09-25,225,-335,-408
1124,2388.71,-0.0074,2017-09-22,451,254,-1144
1125,2406.5,-0.0024,2017-09-21,1807,971,-2009
1126,2412.2,-0.0016,2017-09-20,858,-1881,576
1127,2416.05,-0.0009,2017-09-19,1497,-1434,-512
1128,2418.21,0.013500000000000002,2017-09-18,-1615,2196,-819
1129,2386.07,0.0034999999999999996,2017-09-15,108,-881,674
1130,2377.66,0.0074,2017-09-14,1922,-231,455
1131,2360.18,-0.0022,2017-09-13,-606,-58,416
1132,2365.47,0.0027,2017-09-12,-52,-1859,1462
1133,2359.08,0.0066,2017-09-11,-2332,-1506,3638
1134,2343.72,-0.0011,2017-09-08,455,139,-834
1135,2346.19,0.011399999999999999,2017-09-07,-2246,724,1251
1136,2319.82,-0.0029,2017-09-06,1073,-3253,1755
1137,2326.62,-0.0013,2017-09-05,-660,-2133,2429
1138,2329.65,-0.011899999999999999,2017-09-04,-3434,43,3165
1139,2357.69,-0.0023,2017-09-01,1040,763,-2178
1140,2363.19,-0.0038,2017-08-31,1277,-1100,-548
1141,2372.29,0.0032,2017-08-30,-1277,-676,1848
1142,2364.74,-0.0023,2017-08-29,2089,-2640,472
1143,2370.3,-0.0034999999999999996,2017-08-28,-923,-599,1196
1144,2378.51,0.0011,2017-08-25,-1668,-259,1683
1145,2375.84,0.004,2017-08-24,-1720,172,1208
1146,2366.4,0.0005,2017-08-23,742,1091,-2016
1147,2365.33,0.0044,2017-08-22,-1688,659,885
1148,2355.0,-0.0014000000000000002,2017-08-21,508,-212,-779
1149,2358.37,-0.0014000000000000002,2017-08-18,539,62,-891
1150,2361.67,0.005699999999999999,2017-08-17,407,1744,-2306
1151,2348.26,0.006,2017-08-16,1572,-1038,-670
1152,2334.22,0.0063,2017-08-14,-1204,-2582,3586
1153,2319.71,-0.0169,2017-08-11,-702,-5862,6225
1154,2359.47,-0.0038,2017-08-10,-1702,-2258,4279
1155,2368.39,-0.011000000000000001,2017-08-09,-867,-2563,3052
1156,2394.73,-0.0017000000000000001,2017-08-08,431,917,-1500
1157,2398.75,0.0014000000000000002,2017-08-07,-402,933,-942
1158,2395.45,0.0036,2017-08-04,-947,-1637,2148
1159,2386.85,-0.0168,2017-08-03,3576,-4027,102
1160,2427.63,0.0019,2017-08-02,73,1356,-1704
1161,2422.96,0.0084,2017-08-01,-1750,-362,1798
1162,2402.71,0.0007000000000000001,2017-07-31,-2606,-2551,4861
1163,2400.99,-0.0173,2017-07-28,789,-5599,4822
1164,2443.24,0.0036,2017-07-27,-1365,-2083,3589
1165,2434.51,-0.0022,2017-07-26,-1007,-3551,4599
1166,2439.9,-0.004699999999999999,2017-07-25,635,-3411,2657
1167,2451.53,0.0006,2017-07-24,210,-1683,1441
1168,2450.06,0.0034000000000000002,2017-07-21,-2170,2884,-611
1169,2441.84,0.0049,2017-07-20,-1451,582,484
1170,2429.94,0.0016,2017-07-19,-773,-978,1290
1171,2426.04,0.0004,2017-07-18,610,-2175,1220
1172,2425.1,0.0043,2017-07-17,-1130,-428,1117
1173,2414.63,0.0021,2017-07-14,-534,1989,242
1174,2409.49,0.0074,2017-07-13,-2064,3403,-1861
1175,2391.77,-0.0018,2017-07-12,1804,3839,-2520
1176,2396.0,0.0058,2017-07-11,-1237,982,-204
1177,2382.1,0.0009,2017-07-10,-462,-580,772
1178,2379.87,-0.0033,2017-07-07,636,2766,549
1179,2387.81,-0.0002,2017-07-06,1291,2190,-3999
1180,2388.35,0.0033,2017-07-05,540,-61,-816
1181,2380.52,-0.0058,2017-07-04,447,-1936,1041
1182,2394.48,0.0011,2017-07-03,-843,1076,-845
1183,2391.79,-0.0016,2017-06-30,1086,-385,-1200
1184,2395.66,0.0055000000000000005,2017-06-29,-1667,999,201
1185,2382.56,-0.0039000000000000003,2017-06-28,1335,-1810,-63
1186,2391.95,0.0014000000000000002,2017-06-27,2221,541,-3260
1187,2388.66,0.0042,2017-06-26,220,441,-1225
1188,2378.6,0.0034999999999999996,2017-06-23,-2994,1664,1061
1189,2370.37,0.0054,2017-06-22,758,1831,473
1190,2357.53,-0.0049,2017-06-21,2943,-1826,-1859
1191,2369.23,-0.0007000000000000001,2017-06-20,3582,4887,-5985
1192,2370.9,0.0038,2017-06-19,-1019,1235,-545
1193,2361.83,0.0001,2017-06-16,550,-1629,582
1194,2361.65,-0.0046,2017-06-15,2587,123,-3060
1195,2372.64,-0.0009,2017-06-14,529,236,-1221
1196,2374.7,0.0070999999999999995,2017-06-13,-1219,-782,1625
1197,2357.87,-0.01,2017-06-12,4988,-1445,-4078
1198,2381.69,0.0077,2017-06-09,-1763,1525,-370
1199,2363.57,0.0015,2017-06-08,979,2835,-4536
1200,2360.14,-0.0036,2017-06-07,1265,1149,-2967
1201,2368.62,-0.0013,2017-06-05,43,2740,-3278
1202,2371.72,0.0116,2017-06-02,-2407,4475,-2510
1203,2344.61,-0.0012,2017-06-01,751,-103,-893
1204,2347.38,0.0016,2017-05-31,-369,-3623,3609
1205,2343.68,-0.0039000000000000003,2017-05-30,135,-456,-29
1206,2352.97,-0.001,2017-05-29,515,240,-1069
1207,2355.3,0.0053,2017-05-26,-2587,1208,851
1208,2342.93,0.011000000000000001,2017-05-25,-4053,1184,2656
1209,2317.34,0.0024,2017-05-24,-365,775,-894
1210,2311.74,0.0033,2017-05-23,-2616,-541,2812
1211,2304.03,0.0068000000000000005,2017-05-22,-885,2882,-2602
1212,2288.48,0.0007000000000000001,2017-05-19,-651,401,-276
1213,2286.82,-0.0027,2017-05-18,-191,259,-638
1214,2293.08,-0.001,2017-05-17,1617,79,-2189
1215,2295.33,0.002,2017-05-16,234,2345,730
1216,2290.65,0.002,2017-05-15,350,-971,252
1217,2286.02,-0.0045000000000000005,2017-05-12,3635,-3038,-939
1218,2296.37,0.0116,2017-05-11,-4441,1017,3318
1219,2270.12,-0.009899999999999999,2017-05-10,-1005,1117,-462
1220,2292.76,0.023,2017-05-08,-6632,5394,855
1221,2241.24,0.0097,2017-05-04,-709,3612,-3334
1222,2219.67,0.006500000000000001,2017-05-02,-1297,1333,-474
1223,2205.44,-0.0018,2017-04-28,3399,-162,-3548
1224,2209.46,0.0007000000000000001,2017-04-27,1549,116,-1587
1225,2207.84,0.005,2017-04-26,-3680,2935,768
1226,2196.85,0.0106,2017-04-25,-3678,6486,-2810
1227,2173.74,0.004,2017-04-24,-2495,3355,-724
1228,2165.04,0.0074,2017-04-21,-3165,2342,899
1229,2149.15,0.005,2017-04-20,-2761,739,2236
1230,2138.4,-0.004699999999999999,2017-04-19,1159,-2262,1104
1231,2148.46,0.0013,2017-04-18,-482,98,385
1232,2145.76,0.0051,2017-04-17,-1610,-1146,2666
1233,2134.88,-0.0064,2017-04-14,444,-755,228
1234,2148.61,0.009300000000000001,2017-04-13,-1138,-19,1042
1235,2128.91,0.0024,2017-04-12,248,741,-1048
1236,2123.85,-0.0044,2017-04-11,314,-1276,978
1237,2133.32,-0.0086,2017-04-10,64,-541,-45
1238,2151.73,-0.0005,2017-04-07,104,-791,1031
1239,2152.75,-0.0037,2017-04-06,1683,-933,-1179
1240,2160.85,-0.0001,2017-04-05,1280,-74,-1672
1241,2161.1,-0.003,2017-04-04,1794,-1029,-1235
1242,2167.51,0.0034000000000000002,2017-04-03,-593,-233,312
1243,2160.23,-0.002,2017-03-31,-1110,265,329
1244,2164.64,-0.0011,2017-03-30,656,902,-1692
1245,2166.98,0.0017000000000000001,2017-03-29,368,-618,-264
1246,2163.31,0.0034999999999999996,2017-03-28,19,216,-818
1247,2155.66,-0.0060999999999999995,2017-03-27,167,364,-1047
1248,2168.95,-0.0017000000000000001,2017-03-24,-1868,-905,2207
1249,2172.72,0.002,2017-03-23,-1284,539,182
1250,2168.3,-0.0046,2017-03-22,1813,-957,-1169
1251,2178.38,0.009899999999999999,2017-03-21,-2348,3613,-1899
1252,2157.01,-0.0034999999999999996,2017-03-20,850,-844,-517
1253,2164.58,0.0067,2017-03-17,-935,2504,-2104
1254,2150.08,0.008,2017-03-16,-2374,2776,-893
1255,2133.0,-0.0004,2017-03-15,847,1292,-2688
1256,2133.78,0.0076,2017-03-14,-501,4060,-4065
1257,2117.59,0.0097,2017-03-13,-2824,4542,-2161
1258,2097.35,0.003,2017-03-10,553,1589,-2781
1259,2091.06,-0.0021,2017-03-09,1105,4434,-6175
1260,2095.41,0.0006,2017-03-08,-174,1536,-1966
1261,2094.05,0.0060999999999999995,2017-03-07,-2461,924,1000
1262,2081.36,0.0013,2017-03-06,-487,2562,-2637
1263,2078.75,-0.011399999999999999,2017-03-03,1065,-324,-1253
1264,2102.65,0.0053,2017-03-02,-1071,6802,-6206
1265,2091.64,0.0029,2017-02-28,-1164,645,-273
1266,2085.52,-0.0040999999999999995,2017-02-27,-326,-2262,2174
1267,2094.12,-0.0064,2017-02-24,78,-52,-518
1268,2107.63,0.0005,2017-02-23,-274,352,-588
1269,2106.61,0.0018,2017-02-22,-936,4535,-1987
1270,2102.93,0.0089,2017-02-21,-3185,1243,1539
1271,2084.39,0.0018,2017-02-20,1032,538,-2097
1272,2080.58,-0.0006,2017-02-17,-4841,2894,1485
1273,2081.84,-0.001,2017-02-16,426,1649,-2654
1274,2083.86,0.0045000000000000005,2017-02-15,-1751,-296,1591
1275,2074.57,-0.002,2017-02-14,-1367,-1223,2653
1276,2078.65,0.0017000000000000001,2017-02-13,-2787,54,2307
1277,2075.08,0.0045000000000000005,2017-02-10,-2473,-1074,3136
1278,2065.88,0.0004,2017-02-09,221,624,-1278
1279,2065.08,-0.0049,2017-02-08,931,-2425,1044
1280,2075.21,-0.0012,2017-02-07,-320,-1586,1437
1281,2077.66,0.0022,2017-02-06,-1136,24,639
1282,2073.16,0.001,2017-02-03,1109,-1087,-597
1283,2071.01,-0.0046,2017-02-02,612,707,-1785
1284,2080.48,0.0062,2017-02-01,-871,-123,551
1285,2067.57,-0.0077,2017-01-31,1323,-3018,1182
1286,2083.59,0.008100000000000001,2017-01-26,-2148,3640,-1960
1287,2066.94,0.0006,2017-01-25,1093,2084,-3757
1288,2065.76,-0.0001,2017-01-24,-125,-132,92
1289,2065.99,0.0002,2017-01-23,-118,1170,-1093
1290,2065.61,-0.0034999999999999996,2017-01-20,67,-465,380
1291,2072.79,0.0011,2017-01-19,1288,1471,-2829
1292,2070.54,-0.0006,2017-01-18,-723,-194,874
1293,2071.87,0.0037,2017-01-17,-830,-81,903
1294,2064.17,-0.0060999999999999995,2017-01-16,400,-2393,1847
1295,2076.79,-0.005,2017-01-13,-585,-1066,1635
1296,2087.14,0.0058,2017-01-12,-321,342,-104
1297,2075.17,0.0147,2017-01-11,-4300,4838,-551
1298,2045.12,-0.0018,2017-01-10,1286,996,-2498
1299,2048.78,-0.0002,2017-01-09,1934,2510,-4574
1300,2049.12,0.0034999999999999996,2017-01-06,-288,1686,-1365
1301,2041.95,-0.0018,2017-01-05,655,868,-1648
1302,2045.64,0.0008,2017-01-04,1272,2147,-3583
1303,2043.97,0.0088,2017-01-03,-112,1717,-1750
1304,2026.16,-0.0001,2017-01-02,386,275,-847
1305,2026.46,0.001,2016-12-29,1562,1284,-2968
1306,2024.49,-0.0087,2016-12-28,2810,1306,-4148
1307,2042.17,0.0022,2016-12-27,-2588,923,1736
1308,2037.75,0.0009,2016-12-26,-878,-353,1253
1309,2035.9,0.0001,2016-12-23,-1255,-977,2283
1310,2035.73,-0.0011,2016-12-22,-297,-539,759
1311,2037.96,-0.0019,2016-12-21,-82,775,-691
1312,2041.94,0.0017000000000000001,2016-12-20,-335,601,-291
1313,2038.39,-0.0019,2016-12-19,788,49,-795
1314,2042.24,0.0027,2016-12-16,254,678,-1621
1315,2036.65,-0.0001,2016-12-15,-676,-34,660
1316,2036.87,0.0004,2016-12-14,132,1769,-1890
1317,2035.98,0.0043,2016-12-13,-1025,1120,-147
1318,2027.24,0.0013,2016-12-12,-964,847,148
1319,2024.69,-0.0031,2016-12-09,-1177,559,584
1320,2031.07,0.0197,2016-12-08,-6546,283,6551
1321,1991.89,0.001,2016-12-07,141,783,-908
1322,1989.86,0.013500000000000002,2016-12-06,-3605,791,2929
1323,1963.36,-0.0037,2016-12-05,-1144,-49,1013
1324,1970.61,-0.0066,2016-12-02,230,-20,-476
1325,1983.75,0.0001,2016-12-01,209,310,-527
1326,1983.48,0.0026,2016-11-30,446,2714,-3176
1327,1978.39,0.0001,2016-11-29,-83,4494,-1493
1328,1978.13,0.0019,2016-11-28,-196,2066,-2046
1329,1974.46,0.0016,2016-11-25,-363,185,-39
1330,1971.26,-0.0084,2016-11-24,138,-1426,1043
1331,1987.95,0.0023,2016-11-23,-2163,1641,4066
1332,1983.47,0.0089,2016-11-22,-1403,3397,517
1333,1966.05,-0.0043,2016-11-21,-393,670,-490
1334,1974.58,-0.003,2016-11-18,2350,610,-3310
1335,1980.55,0.0005,2016-11-17,71,605,-907
1336,1979.65,0.0062,2016-11-16,-710,-98,657
1337,1967.53,-0.0034999999999999996,2016-11-15,718,-2083,1092
1338,1974.4,-0.0051,2016-11-14,307,-3371,2781
1339,1984.43,-0.0091,2016-11-11,897,-4495,3782
1340,2002.6,0.0226,2016-11-10,-3101,482,2295
1341,1958.38,-0.0225,2016-11-09,-1269,-2132,3095
1342,2003.38,0.0029,2016-11-08,187,-570,126
1343,1997.58,0.0079,2016-11-07,-860,-2191,2914
1344,1982.02,-0.0009,2016-11-04,-110,-1915,1925
1345,1983.8,0.0025,2016-11-03,-1355,-2055,3398
1346,1978.94,-0.014199999999999999,2016-11-02,-1301,-224,1478
1347,2007.39,-0.0004,2016-11-01,-912,140,659
1348,2008.19,-0.005600000000000001,2016-10-31,-1441,97,1310
1349,2019.42,-0.0023,2016-10-28,570,-339,-139
1350,2024.12,0.0051,2016-10-27,-37,277,-240
1351,2013.89,-0.011399999999999999,2016-10-26,575,-857,299
1352,2037.17,-0.0052,2016-10-25,-1878,-678,2424
1353,2047.74,0.0073,2016-10-24,-2555,903,1586
1354,2033.0,-0.0037,2016-10-21,-670,440,111
1355,2040.6,-0.0002,2016-10-20,-1227,1070,173
1356,2040.94,0.0002,2016-10-19,-164,2276,-2102
1357,2040.43,0.0063,2016-10-18,-2844,1875,864
1358,2027.61,0.0024,2016-10-17,-486,2911,-2437
1359,2022.66,0.0036,2016-10-14,-437,328,-10
1360,2015.44,-0.009000000000000001,2016-10-13,3754,1944,-5702
1361,2033.73,0.0009,2016-10-12,-698,-5544,6243
1362,2031.93,-0.0121,2016-10-11,-1542,-3368,4819
1363,2056.82,0.0015,2016-10-10,-3040,-420,3235
1364,2053.8,-0.005600000000000001,2016-10-07,1964,385,-2369
1365,2065.3,0.006,2016-10-06,475,919,-1473
1366,2053.0,-0.0009,2016-10-05,992,-26,-1102
1367,2054.86,0.0055000000000000005,2016-10-04,-894,1793,-901
1368,2043.63,-0.0121,2016-09-30,3779,-1558,-2389
1369,2068.72,0.0076,2016-09-29,-2133,1809,252
1370,2053.06,-0.004699999999999999,2016-09-28,864,-1165,404
1371,2062.82,0.0077,2016-09-27,-2646,225,2547
1372,2047.11,-0.0034000000000000002,2016-09-26,-29,-176,-1189
1373,2054.07,0.0021,2016-09-23,-2912,-460,1944
1374,2049.7,0.0067,2016-09-22,-1320,1266,-1388
1375,2035.99,0.0051,2016-09-21,131,878,-2269
1376,2025.71,0.0049,2016-09-20,1155,987,-3459
1377,2015.78,0.008199999999999999,2016-09-19,973,469,-2733
1378,1999.36,0.004,2016-09-13,2989,2476,-6883
1379,1991.48,-0.022799999999999997,2016-09-12,884,-2183,1363
1380,2037.87,-0.0125,2016-09-09,913,-503,-483
1381,2063.73,0.0009,2016-09-08,41,1800,-1825
1382,2061.88,-0.0023,2016-09-07,-202,814,-464
1383,2066.53,0.0031,2016-09-06,421,2688,-3089
1384,2060.08,0.010700000000000001,2016-09-05,-3938,2694,1387
1385,2038.31,0.0028000000000000004,2016-09-02,-172,2162,-1935
1386,2032.72,-0.0009,2016-09-01,989,-1407,385
1387,2034.65,-0.0025,2016-08-31,105,204,-90
1388,2039.74,0.0036,2016-08-30,-1726,503,1276
1389,2032.35,-0.0025,2016-08-29,-420,830,-394
1390,2037.5,-0.0027,2016-08-26,-614,-3841,1905
1391,2042.92,-0.0004,2016-08-25,-33,-3207,2531
1392,2043.76,-0.003,2016-08-24,-178,-475,-390
1393,2049.93,0.0038,2016-08-23,791,450,-2163
1394,2042.16,-0.0068000000000000005,2016-08-22,863,-131,-1839
1395,2056.24,0.0004,2016-08-19,531,2186,-3539
1396,2055.47,0.005699999999999999,2016-08-18,-90,1886,-1845
1397,2043.75,-0.002,2016-08-17,438,128,-876
1398,2047.76,-0.0013,2016-08-16,-363,331,-206
1399,2050.47,0.0008,2016-08-12,-1793,578,995
1400,2048.8,0.002,2016-08-11,255,-176,-337
1401,2044.64,0.0004,2016-08-10,-1893,3077,-1364
1402,2043.78,0.0062,2016-08-09,-3140,2072,762
1403,2031.12,0.006500000000000001,2016-08-08,-2024,797,860
1404,2017.94,0.009000000000000001,2016-08-05,-1990,2470,-728
1405,2000.03,0.0026,2016-08-04,472,376,-1090
1406,1994.79,-0.012,2016-08-03,2538,-868,-1962
1407,2019.03,-0.0052,2016-08-02,1062,528,-1806
1408,2029.61,0.0067,2016-08-01,-1049,3074,-2969
1409,2016.19,-0.0024,2016-07-29,895,2115,-3196
1410,2021.1,-0.002,2016-07-28,-1101,1961,-801
1411,2025.05,-0.0011,2016-07-27,-1379,2436,-1035
1412,2027.34,0.0075,2016-07-26,-1733,1926,168
1413,2012.32,0.001,2016-07-25,-810,1934,-1077
1414,2010.34,-0.0009,2016-07-22,-1201,720,423
1415,2012.22,-0.0016,2016-07-21,334,446,-823
1416,2015.46,-0.0007000000000000001,2016-07-20,320,1794,-2214
1417,2016.89,-0.0021,2016-07-19,1178,3132,-4255
1418,2021.11,0.0019,2016-07-18,-22,2238,-2139
1419,2017.26,0.0042,2016-07-15,-1882,4902,-3066
1420,2008.77,0.0016,2016-07-14,-1367,3675,-2281
1421,2005.55,0.0072,2016-07-13,-1874,5802,-3803
1422,1991.23,0.0014000000000000002,2016-07-12,-1942,1922,-484
1423,1988.54,0.013000000000000001,2016-07-11,-3904,2698,832
1424,1963.1,-0.005600000000000001,2016-07-08,2047,407,-2898
1425,1974.08,0.010700000000000001,2016-07-07,-903,1693,-1196
1426,1953.12,-0.018500000000000003,2016-07-06,5113,-4277,-1384
1427,1989.85,-0.0027,2016-07-05,1382,134,-2108
1428,1995.3,0.004,2016-07-04,-665,1602,-1454
1429,1987.32,0.0086,2016-07-01,-2053,2517,-908
1430,1970.35,0.0072,2016-06-30,382,4040,-2486
1431,1956.36,0.0104,2016-06-29,-224,564,-633
1432,1936.22,0.0049,2016-06-28,1675,-3686,1542
1433,1926.85,0.0008,2016-06-27,-2164,-2393,4082
1434,1925.24,-0.030899999999999997,2016-06-24,349,-1467,553
1435,1986.71,-0.0029,2016-06-23,-2647,276,1891
1436,1992.58,0.005,2016-06-22,-2508,283,1729
1437,1982.7,0.0008,2016-06-21,908,-1120,-304
1438,1981.12,0.014199999999999999,2016-06-20,-1812,188,1161
1439,1953.4,0.0007000000000000001,2016-06-17,-72,-1022,569
1440,1951.99,-0.0086,2016-06-16,1164,443,-2096
1441,1968.83,-0.0016,2016-06-15,1681,-211,-572
1442,1972.03,-0.0036,2016-06-14,2269,-1058,-1806
1443,1979.06,-0.0191,2016-06-13,1737,-1480,-738
1444,2017.63,-0.0032,2016-06-10,-1141,-276,895
1445,2024.17,-0.0014000000000000002,2016-06-09,-2281,4132,-1958
1446,2027.08,0.0077,2016-06-08,-3145,3095,-384
1447,2011.63,0.013000000000000001,2016-06-07,-4358,2604,1479
1448,1985.84,0.0004,2016-06-03,-1141,-1296,3436
1449,1985.11,0.0012,2016-06-02,-618,3876,-1977
1450,1982.72,-0.0003,2016-06-01,-885,2401,-1895
1451,1983.4,0.0083,2016-05-31,-1607,-1296,2104
1452,1967.13,-0.001,2016-05-30,-350,1210,-1246
1453,1969.17,0.0062,2016-05-27,-1760,1514,-107
1454,1957.06,-0.0018,2016-05-26,-955,59,644
1455,1960.51,0.0118,2016-05-25,-3363,1249,2076
1456,1937.68,-0.009000000000000001,2016-05-24,789,-598,-614
1457,1955.25,0.0039000000000000003,2016-05-23,-675,26,334
1458,1947.67,0.0005,2016-05-20,-617,-1277,1508
1459,1946.78,-0.0051,2016-05-19,310,-205,-423
1460,1956.73,-0.0058,2016-05-18,1214,356,-1974
1461,1968.06,0.0001,2016-05-17,832,-535,-521
1462,1967.91,0.0005,2016-05-16,-51,151,-397
1463,1966.99,-0.0053,2016-05-13,2184,-1437,-1156
1464,1977.49,-0.0013,2016-05-12,1105,243,-1283
1465,1980.1,-0.0012,2016-05-11,1308,704,-2414
1466,1982.5,0.0075,2016-05-10,-1248,355,410
1467,1967.81,-0.0045000000000000005,2016-05-09,1192,-991,-527
1468,1976.71,-0.0049,2016-05-04,2978,1719,-4904
1469,1986.41,0.0042,2016-05-03,685,868,-1770
1470,1978.15,-0.008,2016-05-02,1803,-317,-1778
1471,1994.15,-0.0034000000000000002,2016-04-29,1095,639,-2031
1472,2000.93,-0.0072,2016-04-28,883,-2033,1165
1473,2015.4,-0.0021,2016-04-27,776,1818,-2579
1474,2019.63,0.0025,2016-04-26,-886,1358,-443
1475,2014.55,-0.0005,2016-04-25,-414,2081,-1598
1476,2015.49,-0.0033,2016-04-22,385,1551,-1847
1477,2022.1,0.008100000000000001,2016-04-21,-3020,1598,1479
1478,2005.83,-0.0027,2016-04-20,-450,1117,-586
1479,2011.36,0.0011,2016-04-19,-1526,286,1396
1480,2009.1,-0.0028000000000000004,2016-04-18,-482,1996,-1392
1481,2014.71,-0.0006,2016-04-15,-1094,1028,250
1482,2015.93,0.0175,2016-04-14,-7912,5503,1741
1483,1981.32,0.005600000000000001,2016-04-12,-885,1160,-1028
1484,1970.37,-0.0009,2016-04-11,810,-156,-1284
